problem,click_depth,filter_depth,iterative_distance,number_filters,query_frequency,relevant_new_info,number_measures,consideration_time,elapsed_time,number_cells,rqp,iterative_precision,click_per_query,view_area_increase,execution_time,number_aggregations,aggregation_depth,iterative_recall,number_queries,expected_knowledge,log-position,last-position,sequence,score
dibstudent07--2016-09-26--00-34.log-27,-0.4989636035,3.9650581998,2.2673264698,2.3738150918,-0.3507906998,-0.7004334272,-0.1105679236,0.1101986484,0.1874646134,-0.2039920437,0.1280027372,0.9372741394,-0.291077698,-0.1444585767,-0.1357078184,-0.2836421386,0.591732481,-0.5373703368,0.0141979737,1,33,36,dibstudent07--2016-09-26--00-34.log,1.49244533849761
dibstudent07--2016-09-26--00-34.log-28,-0.7345136397,3.9650581998,-0.2094252255,2.3738150918,-0.351914559,-0.1280699135,-0.1105679236,0.8946884079,0.2339970472,-0.0849678655,0.195889173,-1.1869082721,-0.6175567376,-0.1297253886,-0.1103103725,0.7085619708,1.1960117191,-1.1503836119,0.0632992995,1,33,36,dibstudent07--2016-09-26--00-34.log,1.85613466988118
dibstudent07--2016-09-26--00-34.log-29,-0.4989636035,4.6884528716,1.7719761307,4.1626011423,-0.3632707619,-0.5142608157,-0.1105679236,-0.2136339699,0.3486078831,-0.1477861818,0.2637756087,0.9372741394,0.3618803812,-0.1444585767,-0.1054727638,0.7085619708,1.1960117191,0.0469079409,0.1124006253,1,33,36,dibstudent07--2016-09-26--00-34.log,2.92379194103779
dibstudent07--2016-09-26--00-34.log-3,2.3276368308,-0.3753098313,-0.7047755645,-0.488242589,-0.1531336178,-0.3518654497,-0.1105679236,-0.2886906148,-0.8492231011,0.3018607135,-1.5012717203,0.9372741394,2.3207546189,-0.1444585767,-0.0845097926,0.7085619708,1.1960117191,0.956849521,-1.1642338455,1,33,36,dibstudent07--2016-09-26--00-34.log,1.002977585834
dibstudent07--2016-09-26--00-34.log-30,-0.7345136397,4.6884528716,-0.7047755645,4.1626011423,-0.3598596017,-0.5142608157,-0.1105679236,0.5821233365,0.3670640778,-0.1477861818,0.3316620444,0.9372741394,0.3618803812,-0.1444585767,-0.1042633616,0.7085619708,1.1960117191,0.956849521,0.1615019511,1,33,36,dibstudent07--2016-09-26--00-34.log,3.3844833990331
dibstudent07--2016-09-26--00-34.log-31,-0.7345136397,4.6884528716,0.2859251136,4.1626011423,-0.3661049409,-0.3535185859,-0.1105679236,-0.3229457676,0.455150759,-0.0849678655,0.3995484802,-1.1869082721,-0.6175567376,-0.1195597075,0.0775501003,1.7007660802,2.4045701954,-1.1503836119,0.2106032769,1,33,36,dibstudent07--2016-09-26--00-34.log,3.20834518894855
dibstudent07--2016-09-26--00-34.log-32,0.4432365413,4.6884528716,0.2859251136,4.1626011423,-0.3616820975,-0.5142608157,-0.1105679236,-0.3337306352,0.4642499522,-0.1477861818,0.4674349159,-1.1869082721,0.3618803812,-0.1444585767,-0.0651593576,0.7085619708,1.1960117191,-1.1503836119,0.2597046027,1,33,36,dibstudent07--2016-09-26--00-34.log,3.25071141355204
dibstudent07--2016-09-26--00-34.log-33,0.2076865051,4.6884528716,-0.2094252255,4.1626011423,-0.3572479321,-0.4127681002,-0.1105679236,-0.2674678054,0.4728400722,-0.1097645693,0.5353213516,-1.1869082721,0.6883594209,-0.123827321,0.0662623465,1.7007660802,1.8002909573,-1.1503836119,0.3088059285,1,33,36,dibstudent07--2016-09-26--00-34.log,3.52904121409888
dibstudent07--2016-09-26--00-34.log-34,-0.0278635311,4.6884528716,-0.7047755645,4.1626011423,-0.3536663614,-0.4127681002,-0.1105679236,-0.3577439348,0.4872681759,-0.1097645693,0.6032077874,0.9372741394,0.6883594209,-0.1444585767,0.0936754627,1.7007660802,1.8002909573,0.956849521,0.3579072543,1,33,36,dibstudent07--2016-09-26--00-34.log,3.95938023841294
dibstudent07--2016-09-26--00-34.log-35,-0.2634135673,4.6884528716,-0.2094252255,4.1626011423,-0.3489861118,-0.5142608157,-0.1105679236,-0.1283958067,0.4932187053,-0.1477861818,0.6710942231,-1.1869082721,-0.291077698,-0.1444585767,-0.1050696297,0.7085619708,1.1960117191,-1.1503836119,0.4070085801,1,33,36,dibstudent07--2016-09-26--00-34.log,3.0991631906215
dibstudent07--2016-09-26--00-34.log-36,-0.4989636035,4.6884528716,-0.2094252255,4.1626011423,-0.3472055404,-0.5216119278,-0.1105679236,0.294340835,0.5196591051,0.0142189496,0.7389806588,-1.1869082721,0.3618803812,-0.102727038,0.0771469662,1.7007660802,1.8002909573,-1.1503836119,0.4561099059,1,33,36,dibstudent07--2016-09-26--00-34.log,3.21973742619452
dibstudent07--2016-09-26--00-34.log-37,-0.7345136397,4.6884528716,-0.2094252255,4.1626011423,-0.350291156,-0.5142608157,-0.1105679236,-0.2239663256,0.5821861225,-0.1477861818,0.8068670945,-1.1869082721,-0.6175567376,-0.1444585767,-0.1046664957,0.7085619708,1.1960117191,-1.1503836119,0.5052112317,1,33,36,dibstudent07--2016-09-26--00-34.log,2.90250936080607
dibstudent07--2016-09-26--00-34.log-38,-0.7345136397,4.6884528716,0.7812754526,4.1626011423,-0.3474999483,-0.4156907599,-0.1105679236,-0.2604237031,0.6001986775,-0.2039920437,0.8747535303,-1.1869082721,-0.6175567376,-0.1399481806,0.0352210238,1.7007660802,3.0088494336,-1.1503836119,0.5543125575,1,33,36,dibstudent07--2016-09-26--00-34.log,3.3228655713825
dibstudent07--2016-09-26--00-34.log-39,-0.7345136397,4.6884528716,0.7812754526,4.1626011423,-0.3443006458,-0.5142608157,-0.1105679236,-0.2994754824,0.6145927558,-0.1477861818,0.942639966,-1.1869082721,-0.6175567376,-0.1444585767,-0.1050696297,0.7085619708,1.1960117191,-1.1503836119,0.6034138833,1,33,36,dibstudent07--2016-09-26--00-34.log,2.70730784921312
dibstudent07--2016-09-26--00-34.log-4,2.0920867946,-0.3753098313,-0.7047755645,-0.488242589,-0.1185530801,-0.3518654497,-0.1105679236,-0.254375127,-0.8374031798,0.3018607135,-1.4333852845,0.9372741394,2.3207546189,-0.1444585767,-0.1425610975,0.7085619708,1.1960117191,0.956849521,-1.1151325197,1,33,36,dibstudent07--2016-09-26--00-34.log,0.894011425468399
dibstudent07--2016-09-26--00-34.log-40,-0.7345136397,4.6884528716,0.2859251136,4.1626011423,-0.34078811,-0.5142608157,-0.1105679236,-0.3704444362,0.6261679555,-0.1477861818,1.0105264017,-1.1869082721,-0.6175567376,-0.1303745309,0.0702936871,1.7007660802,2.4045701954,-1.1503836119,0.6525152091,1,33,36,dibstudent07--2016-09-26--00-34.log,3.26322605122468
dibstudent07--2016-09-26--00-34.log-41,-0.7345136397,4.6884528716,0.2859251136,4.1626011423,-0.3364255114,-0.5142608157,-0.1105679236,-0.2196071274,0.6310192009,-0.1477861818,1.0784128375,-1.1869082721,-0.6175567376,-0.1444585767,-0.1042633616,0.7085619708,1.1960117191,-1.1503836119,0.7016165349,1,33,36,dibstudent07--2016-09-26--00-34.log,2.82326461270131
dibstudent07--2016-09-26--00-34.log-42,-0.0278635311,4.6884528716,0.2859251136,4.1626011423,-0.3339479721,-0.4513460114,-0.1105679236,-0.3508808372,0.6495434465,-0.075049184,1.1462992732,-1.1869082721,-0.6175567376,-0.1180191575,0.0763406981,1.7007660802,2.4045701954,-1.1503836119,0.7507178607,1,33,36,dibstudent07--2016-09-26--00-34.log,3.59682839976312
dibstudent07--2016-09-26--00-34.log-43,-0.2634135673,4.6884528716,-0.7047755645,4.1626011423,-0.3300067622,-0.4513460114,-0.1105679236,-0.3087067257,0.6568510684,-0.075049184,1.2141857089,0.9372741394,-0.6175567376,-0.1444585767,0.1295543942,1.7007660802,2.4045701954,0.956849521,0.7998191865,1,33,36,dibstudent07--2016-09-26--00-34.log,4.13873018714378
dibstudent07--2016-09-26--00-34.log-44,-0.4989636035,4.6884528716,-0.7047755645,4.1626011423,-0.3265433122,-0.4513460114,-0.1105679236,-0.2793537854,0.6673557748,-0.075049184,1.2820721446,0.9372741394,-0.6175567376,-0.1444585767,-0.0127519296,1.7007660802,2.4045701954,0.956849521,0.8489205123,1,33,36,dibstudent07--2016-09-26--00-34.log,4.02624389146305
dibstudent07--2016-09-26--00-34.log-45,-0.7345136397,4.6884528716,-0.7047755645,4.1626011423,-0.3235052589,-0.4513460114,-0.1105679236,1.0141968076,0.6805982221,-0.075049184,1.3499585804,0.9372741394,-0.6175567376,-0.1444585767,0.0461056434,1.7007660802,2.4045701954,0.956849521,0.8980218381,1,33,36,dibstudent07--2016-09-26--00-34.log,4.02642287264132
dibstudent07--2016-09-26--00-34.log-46,-0.7345136397,4.3990950029,0.2859251136,3.4470867221,-0.3350757507,-0.5394839768,-0.1105679236,0.5496028127,0.8055423285,-0.170929772,1.4178450161,0.9372741394,-0.291077698,-0.1444585767,-0.1163573834,1.7007660802,2.4045701954,-0.3433581567,0.9471231639,1,33,36,dibstudent07--2016-09-26--00-34.log,3.33944581840234
dibstudent07--2016-09-26--00-34.log-47,-0.7345136397,8.7394630339,4.248727826,7.0246588231,-0.3406648869,-0.5394839768,-0.1105679236,-0.2620829135,0.8905182974,-0.170929772,1.4857314518,-1.1869082721,-0.6175567376,-0.1343384899,-0.0115425274,1.7007660802,2.4045701954,-1.1503836119,0.9962244897,1,33,36,dibstudent07--2016-09-26--00-34.log,4.69628205334418
dibstudent07--2016-09-26--00-34.log-48,-0.7345136397,8.7394630339,0.7812754526,7.0246588231,-0.3381854078,-0.2441844776,-0.1105679236,-0.3460389596,0.9063165802,-0.2106044981,1.5536178876,-1.1869082721,-0.6175567376,-0.1410858416,0.3718379653,2.6929701896,4.2174079099,-1.1503836119,1.0453258155,1,33,36,dibstudent07--2016-09-26--00-34.log,6.02157678188753
dibstudent07--2016-09-26--00-34.log-49,-0.4989636035,4.3990950029,5.7347788431,3.4470867221,-0.3347367151,-0.5394839768,-0.1105679236,-0.3252535785,0.9132760954,-0.170929772,1.6215043233,-1.1869082721,-0.291077698,-0.1444585767,-0.1070853,1.7007660802,2.4045701954,-1.1503836119,1.0944271413,1,33,36,dibstudent07--2016-09-26--00-34.log,1.8668018372002
dibstudent07--2016-09-26--00-34.log-5,1.8565367584,-0.3753098313,-0.2094252255,-0.488242589,-0.1055969851,-1.0702401269,-0.1105679236,-0.3711684553,-0.8223874825,-0.1742359992,-1.3654988488,-1.1869082721,1.0148384605,-0.1348098179,-0.0752377092,-0.2836421386,0.591732481,-1.1503836119,-1.0660311939,1,33,36,dibstudent07--2016-09-26--00-34.log,0.17566029595834
dibstudent07--2016-09-26--00-34.log-50,-0.7345136397,4.3990950029,-0.2094252255,3.4470867221,-0.3315498626,-0.6167088666,-0.1105679236,-0.4242933554,0.9222640515,-0.1560517497,1.689390759,-1.1869082721,-0.6175567376,-0.131819631,-0.0377462414,2.6929701896,3.0088494336,-1.1503836119,1.1435284671,1,33,36,dibstudent07--2016-09-26--00-34.log,3.2847763829318
dibstudent07--2016-09-26--00-34.log-6,1.6209867222,-0.3753098313,-0.7047755645,-0.488242589,-0.053809084,-1.0702401269,-0.1105679236,-0.35364116,-0.8177115991,-0.1742359992,-1.2976124131,0.9372741394,1.0148384605,-0.1444585767,-0.1389328909,-0.2836421386,0.591732481,0.956849521,-1.0169298681,1,33,36,dibstudent07--2016-09-26--00-34.log,0.612672319510657
dibstudent07--2016-09-26--00-34.log-7,1.3854366861,-0.3753098313,-0.7047755645,-0.488242589,-0.0133833487,-1.0702401269,-0.1105679236,-0.3798868517,-0.8114823226,-0.1742359992,-1.2297259773,0.9372741394,1.0148384605,-0.1444585767,-0.1288545394,-0.2836421386,0.591732481,0.956849521,-0.9678285423,1,33,36,dibstudent07--2016-09-26--00-34.log,0.500691360803063
dibstudent07--2016-09-26--00-34.log-8,1.1498866499,-0.3753098313,-0.7047755645,-0.488242589,0.0340748076,-1.0702401269,-0.1105679236,-0.3872929636,-0.8076138896,-0.1742359992,-1.1618395416,0.9372741394,1.0148384605,-0.1444585767,-0.1546551193,-0.2836421386,0.591732481,0.956849521,-0.9187272165,1,33,36,dibstudent07--2016-09-26--00-34.log,0.389352260350413
dibstudent07--2016-09-26--00-34.log-9,0.9143366137,-0.3753098313,-0.7047755645,-0.488242589,0.0817995752,-1.0702401269,-0.1105679236,-0.3517255262,-0.8043827795,-0.1742359992,-1.0939531059,0.9372741394,1.0148384605,-0.1444585767,-0.1530425831,-0.2836421386,0.591732481,0.956849521,-0.8696258907,1,33,36,dibstudent07--2016-09-26--00-34.log,0.282454240635706
dibstudent09--2016-09-23--15-07.log-0,-0.4989636035,-0.3753098313,-0.7047755645,-0.488242589,5.415163866,-1.100854877,-0.1105679236,-0.2369232504,-0.9285299049,-0.2271356339,-1.7226405324,-0.1248170664,0.3618803812,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,0.956849521,-1.3115378229,0,33,36,dibstudent09--2016-09-23--15-07.log,-1.08342798998734
dibstudent09--2016-09-23--15-07.log-1,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,0.4073370577,1.3566442434,1.0632520095,0.0503765717,-0.9121924495,-0.2238294067,-1.6724636017,-0.1248170664,-0.291077698,-0.1438968632,-0.1344984162,-1.275846248,-1.3333285205,0.956849521,-1.2624364971,0,33,36,dibstudent09--2016-09-23--15-07.log,-0.8434334451037
dibstudent09--2016-09-23--15-07.log-10,-0.7345136397,0.4493600946,0.2859251136,0.2272718312,-0.3723623444,0.9391914068,1.0632520095,3.1472475266,-0.4358150711,0.0819966066,-1.2208712249,-1.1869082721,-0.6175567376,-0.0915592656,0.0924660605,0.7085619708,1.1269512348,-1.1503836119,-0.8205245649,0,33,36,dibstudent09--2016-09-23--15-07.log,0.446815649534527
dibstudent09--2016-09-23--15-07.log-11,-0.7345136397,-0.3753098313,3.2580271479,-0.488242589,-0.4298889195,-1.0965654434,-0.1105679236,-0.3601874992,-0.125925577,-0.2271356339,-1.1706942941,-1.1869082721,0.0354013416,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,-1.1503836119,-0.7714232391,0,33,36,dibstudent09--2016-09-23--15-07.log,-2.24549853417393
dibstudent09--2016-09-23--15-07.log-12,-0.2634135673,-0.3753098313,0.2859251136,-0.488242589,-0.4210411233,-1.100854877,-0.1105679236,-0.3170480289,-0.1203440929,-0.2271356339,-1.1205173633,-1.1869082721,0.0354013416,-0.1444585767,-0.1534457171,-1.275846248,-1.3333285205,-1.1503836119,-0.7223219133,0,33,36,dibstudent09--2016-09-23--15-07.log,-1.40867286145938
dibstudent09--2016-09-23--15-07.log-13,-0.4989636035,-0.3753098313,-0.2094252255,-0.488242589,-0.4129291777,1.1377068352,1.0632520095,-0.3762064214,-0.1110198082,-0.2238294067,-1.0703404326,-0.1248170664,-0.291077698,-0.1444585767,-0.1534457171,-1.275846248,-1.3333285205,0.956849521,-0.6732205875,0,33,36,dibstudent09--2016-09-23--15-07.log,-0.71980965333638
dibstudent09--2016-09-23--15-07.log-14,-0.7345136397,-0.3753098313,-0.7047755645,-0.488242589,-0.4041197677,1.1377068352,1.0632520095,-0.0644106203,-0.1068071946,-0.2238294067,-1.0201635018,0.9372741394,-0.291077698,-0.1444585767,-0.1469955721,-1.275846248,-1.3333285205,0.956849521,-0.6241192617,0,33,36,dibstudent09--2016-09-23--15-07.log,-0.488449669463646
dibstudent09--2016-09-23--15-07.log-15,0.9143366137,-0.3753098313,0.7812754526,-0.488242589,-0.4002037184,-0.2453075679,1.0632520095,-0.2081585756,-0.075481524,-0.1180301373,-0.9699865711,-1.1869082721,0.3618803812,-0.1360657451,-0.1280482712,-0.2836421386,0.1428393326,-1.1503836119,-0.5750179359,0,33,36,dibstudent09--2016-09-23--15-07.log,-0.12036823995126
dibstudent09--2016-09-23--15-07.log-16,0.6787865775,-0.021879863,-0.2094252255,-0.1304853789,-0.3944126743,0.8736135803,1.0632520095,0.0381285822,-0.0566693706,-0.2238294067,-0.9198096403,0.9372741394,0.6883594209,-0.1444585767,-0.1409485612,-0.2836421386,0.1428393326,-1.0264287217,-0.5259166101,0,33,36,dibstudent09--2016-09-23--15-07.log,0.756351875152881
dibstudent09--2016-09-23--15-07.log-17,0.4432365413,-0.021879863,-0.2094252255,-0.1304853789,-0.3926052025,-0.2161094279,1.0632520095,-0.3981381661,-0.0162222594,-0.1246425916,-0.8696327096,-1.1869082721,0.0354013416,-0.1265715217,-0.0587092126,0.7085619708,0.6348952837,-1.1503836119,-0.4768152843,0,33,36,dibstudent09--2016-09-23--15-07.log,0.429276218869129
dibstudent09--2016-09-23--15-07.log-18,0.2076865051,-0.021879863,-0.7047755645,-0.1304853789,-0.3845002877,-0.2161094279,1.0632520095,-0.3905963006,-0.0137069927,-0.1246425916,-0.8194557788,0.9372741394,0.0354013416,-0.1444585767,-0.0837035244,0.7085619708,0.6348952837,0.956849521,-0.4277139585,0,33,36,dibstudent09--2016-09-23--15-07.log,0.867187296041215
dibstudent09--2016-09-23--15-07.log-19,-0.0278635311,-0.021879863,-0.2094252255,-0.1304853789,-0.3765154914,0.8736135803,1.0632520095,-0.3809276291,-0.0107834205,-0.2238294067,-0.769278848,-1.1869082721,0.0354013416,-0.1444585767,-0.1594927281,-0.2836421386,0.1428393326,-1.1503836119,-0.3786126327,0,33,36,dibstudent09--2016-09-23--15-07.log,0.0252987467448979
dibstudent09--2016-09-23--15-07.log-2,0.2076865051,-0.3753098313,0.7812754526,-0.488242589,-0.1413536876,-0.2133907256,1.0632520095,-0.3764477611,-0.8707847733,-0.1180301373,-1.6222866709,-1.1869082721,-0.291077698,-0.1349144702,-0.0901536694,-0.2836421386,0.1428393326,-1.1503836119,-1.2133351713,0,33,36,dibstudent09--2016-09-23--15-07.log,-0.489027747242368
dibstudent09--2016-09-23--15-07.log-20,-0.2634135673,-0.021879863,-0.2094252255,-0.1304853789,-0.3688892095,0.8736135803,1.0632520095,-0.1697553968,-0.0062645777,-0.2238294067,-0.7191019173,-1.1869082721,-0.291077698,-0.1433407047,0.0735187596,0.7085619708,0.6348952837,-1.1503836119,-0.3295113069,0,33,36,dibstudent09--2016-09-23--15-07.log,0.27041741743359
dibstudent09--2016-09-23--15-07.log-21,-0.4989636035,-0.021879863,-0.2094252255,-0.1304853789,-0.3647859388,0.8736135803,1.0632520095,-0.3533545691,0.0158401933,-0.2238294067,-0.6689249865,-1.1869082721,-0.291077698,-0.1444585767,-0.1530425831,-0.2836421386,0.1428393326,-1.1503836119,-0.2804099811,0,33,36,dibstudent09--2016-09-23--15-07.log,-0.158940020159767
dibstudent09--2016-09-23--15-07.log-22,-0.7345136397,-0.021879863,-0.2094252255,-0.1304853789,-0.3577549259,3.1986273614,1.0632520095,-0.2635611191,0.0219948755,-0.2271356339,-0.6187480558,-1.1869082721,-0.6175567376,-0.144179113,-0.1594927281,-1.275846248,-0.3492166184,-1.1503836119,-0.2313086553,0,33,36,dibstudent09--2016-09-23--15-07.log,-0.366180242479187
dibstudent09--2016-09-23--15-07.log-23,0.9143366137,-0.3753098313,1.2766257917,-0.488242589,-0.3523994917,3.5574725321,1.0632520095,-0.3531283131,0.0359610181,-0.2271356339,-0.568571125,-1.1869082721,1.3413175001,-0.1441791173,-0.1530425831,-2.2680503574,-1.8253844716,-1.1503836119,-0.1822073295,0,33,36,dibstudent09--2016-09-23--15-07.log,-0.78799446151095
dibstudent09--2016-09-23--15-07.log-24,0.6787865775,-0.3753098313,-0.2094252255,-0.488242589,-0.3456138912,2.3499468146,1.0632520095,-0.3684383,0.0422177768,-0.2238294067,-0.5183941943,-1.1869082721,-0.291077698,-0.143340808,-0.1340952822,-1.275846248,-1.3333285205,-1.1503836119,-0.1331060037,0,33,36,dibstudent09--2016-09-23--15-07.log,-0.223740855015139
dibstudent09--2016-09-23--15-07.log-25,0.4432365413,-0.3753098313,-0.7047755645,-0.488242589,-0.3386194417,2.3499468146,1.0632520095,-0.3910638963,0.0470847262,-0.2238294067,-0.4682172635,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,0.956849521,-0.0840046779,1,33,36,dibstudent09--2016-09-23--15-07.log,0.210932538190979
dibstudent09--2016-09-23--15-07.log-26,0.2076865051,-0.3753098313,-0.7047755645,-0.488242589,-0.3312766896,1.1557707149,1.0632520095,-0.3483920216,0.0500488672,-0.2106044981,-0.4180403327,-0.4788474683,-0.291077698,-0.1422233147,-0.1344984162,-1.275846248,-1.3333285205,0.956849521,-0.0349033521,1,33,36,dibstudent09--2016-09-23--15-07.log,-0.26838886517826
dibstudent09--2016-09-23--15-07.log-27,-0.0278635311,-0.3753098313,-0.7047755645,-0.488242589,-0.3248054324,1.1557707149,1.0632520095,-0.366085238,0.0566746712,-0.2106044981,-0.367863402,0.9372741394,-0.291077698,-0.1444585767,-0.1469955721,-1.275846248,-1.3333285205,0.956849521,0.0141979737,1,33,36,dibstudent09--2016-09-23--15-07.log,-0.092948266814342
dibstudent09--2016-09-23--15-07.log-28,-0.2634135673,-0.3753098313,-0.7047755645,-0.488242589,-0.3180766994,1.0478038586,1.0632520095,-0.2656879252,0.061807281,-0.1808484535,-0.3176864712,-0.3372353075,-0.291077698,-0.1394306309,-0.1340952822,-1.275846248,-1.3333285205,0.956849521,0.0632992995,1,33,36,dibstudent09--2016-09-23--15-07.log,-0.471375817923522
dibstudent09--2016-09-23--15-07.log-29,-0.4989636035,-0.3753098313,-0.7047755645,-0.488242589,-0.3134425001,1.0478038586,1.0632520095,-0.3917728316,0.075588901,-0.1808484535,-0.2675095405,0.9372741394,-0.291077698,-0.1444585767,-0.1530425831,-1.275846248,-1.3333285205,0.956849521,0.1124006253,1,33,36,dibstudent09--2016-09-23--15-07.log,-0.333803908565868
dibstudent09--2016-09-23--15-07.log-3,-0.0278635311,-0.3753098313,-0.7047755645,-0.488242589,-0.0428427094,-0.2133907256,1.0632520095,-0.3557076311,-0.8665930984,-0.1180301373,-1.5721097401,0.9372741394,-0.291077698,-0.1444585767,-0.1469955721,-0.2836421386,0.1428393326,0.956849521,-1.1642338455,0,33,36,dibstudent09--2016-09-23--15-07.log,0.14907034742351
dibstudent09--2016-09-23--15-07.log-30,-0.7345136397,-0.3753098313,-0.2094252255,-0.488242589,-0.3063526468,1.2403643888,1.0632520095,-0.0238655517,0.0784313355,-0.1874609079,-0.2173326097,0.9372741394,-0.6175567376,-0.1444585767,-0.1530425831,-1.275846248,-0.8412725695,0.6758851033,0.1615019511,1,33,36,dibstudent09--2016-09-23--15-07.log,-0.358938619895427
dibstudent09--2016-09-23--15-07.log-31,0.4432365413,-0.3753098313,0.7812754526,-0.488242589,-0.3071550347,0.344338881,1.0632520095,-0.3302462934,0.1143988641,0.9581468071,-0.167155679,-1.1869082721,0.3618803812,0.0541809752,0.2182438878,-0.2836421386,0.6348952837,-1.1503836119,0.2106032769,1,33,36,dibstudent09--2016-09-23--15-07.log,-0.543657391062453
dibstudent09--2016-09-23--15-07.log-32,0.2076865051,-0.021879863,-0.2094252255,-0.1304853789,-0.3017333909,1.499931368,1.0632520095,-0.2715705802,0.1231708894,-0.1874609079,-0.1169787482,0.9372741394,0.0354013416,-0.1444585767,0.0291740128,-0.2836421386,0.6348952837,-1.0741832482,0.2597046027,1,33,36,dibstudent09--2016-09-23--15-07.log,0.799662657667023
dibstudent09--2016-09-23--15-07.log-33,-0.0278635311,-0.021879863,-0.7047755645,-0.1304853789,-0.2974630591,1.499931368,1.0632520095,-0.3896611093,0.1364630662,-0.1874609079,-0.0668018175,0.9372741394,0.0354013416,-0.1444585767,-0.1465924381,-0.2836421386,0.6348952837,0.956849521,0.3088059285,1,33,36,dibstudent09--2016-09-23--15-07.log,0.79062496698881
dibstudent09--2016-09-23--15-07.log-34,-0.2634135673,-0.021879863,-0.7047755645,-0.1304853789,-0.2908687821,1.499931368,1.0632520095,-0.0735966124,0.1395096535,-0.1874609079,-0.0166248867,0.9372741394,0.0354013416,-0.1444585767,-0.1465924381,-0.2836421386,0.6348952837,0.956849521,0.3579072543,1,33,36,dibstudent09--2016-09-23--15-07.log,0.707578141393312
dibstudent09--2016-09-23--15-07.log-35,-0.4989636035,0.2137401158,-0.2094252255,0.2272718312,-0.2908906129,0.7033266423,1.0632520095,-0.0768848657,0.1701194808,-0.2205231796,0.0335520441,0.9372741394,-0.6175567376,-0.1444585767,-0.1030539594,-0.2836421386,0.6348952837,-0.6640990427,0.4070085801,1,33,36,dibstudent09--2016-09-23--15-07.log,0.742760162838083
dibstudent09--2016-09-23--15-07.log-36,-0.7345136397,0.2137401158,-0.7047755645,0.2272718312,-0.2908096127,2.2551924646,1.0632520095,-0.4012001635,0.2002804337,-0.2271356339,0.0837289748,0.9372741394,-0.6175567376,-0.1444585767,-0.1534457171,-0.2836421386,0.6348952837,-0.4479725676,0.4561099059,1,33,36,dibstudent09--2016-09-23--15-07.log,0.813933668773371
dibstudent09--2016-09-23--15-07.log-37,4.2120371204,-0.021879863,0.7812754526,-0.1304853789,-0.2843825672,3.7307144693,1.0632520095,-0.2984347049,0.2023664562,-0.2271356339,0.1339059056,-1.1869082721,0.0354013416,-0.1439060496,-0.1340952822,-1.275846248,-0.3492166184,-1.1503836119,0.5052112317,0,33,36,dibstudent09--2016-09-23--15-07.log,1.92252140651584
dibstudent09--2016-09-23--15-07.log-38,3.9764870842,-0.021879863,-0.2094252255,-0.1304853789,-0.2801712808,1.3794212324,1.0632520095,2.7510582513,0.2137767633,-0.2139107252,0.1840828363,-1.1869082721,-0.291077698,-0.1416963617,-0.0083174549,-0.2836421386,0.1428393326,-1.1503836119,0.5543125575,0,33,36,dibstudent09--2016-09-23--15-07.log,2.43684078662121
dibstudent09--2016-09-23--15-07.log-39,3.740937048,-0.021879863,-0.2094252255,-0.1304853789,-0.3264284748,3.7307144693,1.0632520095,-0.0844418149,0.4892926907,-0.2271356339,0.2342597671,-1.1869082721,-0.291077698,-0.1444585767,-0.1530425831,-1.275846248,-0.3492166184,-1.1503836119,0.6034138833,0,33,36,dibstudent09--2016-09-23--15-07.log,1.9527654773822
dibstudent09--2016-09-23--15-07.log-4,-0.2634135673,-0.3753098313,-0.2094252255,-0.488242589,0.0263639971,-1.0050494001,-0.1105679236,0.5422419521,-0.8604593549,-0.1742359992,-1.5219328094,0.9372741394,0.3618803812,-0.1444585767,-0.1030539594,-0.2836421386,0.1428393326,-0.0967670454,-1.1151325197,1,33,36,dibstudent09--2016-09-23--15-07.log,-0.375023008450436
dibstudent09--2016-09-23--15-07.log-40,3.5053870118,-0.021879863,-0.2094252255,-0.1304853789,-0.3256157153,0.7278234669,1.0632520095,-0.3274256357,0.5193921361,-0.2106044981,0.2844366978,-1.1869082721,0.3618803812,-0.1428013991,0.0295771469,-0.2836421386,0.1428393326,-1.1503836119,0.6525152091,0,33,36,dibstudent09--2016-09-23--15-07.log,1.84879734759013
dibstudent09--2016-09-23--15-07.log-41,3.2698369756,-0.021879863,-0.2094252255,-0.1304853789,-0.321646992,0.4543964688,1.0632520095,-0.1980373922,0.5285318981,-0.190767135,0.3346136286,-1.1869082721,0.0354013416,-0.1378322873,0.0670686147,0.7085619708,0.6348952837,-1.1503836119,0.7016165349,1,33,36,dibstudent09--2016-09-23--15-07.log,2.05446678643796
dibstudent09--2016-09-23--15-07.log-42,3.0342869394,-0.021879863,-0.7047755645,-0.1304853789,-0.3193563733,0.4543964688,1.0632520095,-0.3917728316,0.5481829099,-0.190767135,0.3847905594,0.9372741394,0.0354013416,-0.1444585767,-0.1530425831,0.7085619708,0.6348952837,0.956849521,0.7507178607,1,33,36,dibstudent09--2016-09-23--15-07.log,2.46902385646953
